id,genres,keywords,original_language,original_title,overview,popularity,release_date,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,combined_features
2822,"['Comedy', 'Crime', 'Romance']",airport underworld arms deal weapon police,en,Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",0.6002299609119451,1997-12-24 00:00:00,2.086794537666821,"[{'iso_639_1': 'en', 'name': 'English'}]",Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,1.0138680514428284,0.6660133088397716,"['Pam', 'Grier', 'Samuel', 'L.', 'Jackson', 'Robert', 'Forster', 'Bridget', 'Fonda', 'Michael', 'Keaton']",Quentin Tarantino,Jackie Brown airport underworld arms deal weapon police PamGrierSamuelL.JacksonRobertForsterBridgetFondaMichaelKeaton ComedyCrimeRomance
2823,"['Comedy', 'Adventure']",terrorist aftercreditsstinger duringcreditsstinger,en,Harold & Kumar Escape from Guantanamo Bay,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",0.14742205049506713,2008-04-25 00:00:00,0.0037641627613761754,"[{'iso_639_1': 'en', 'name': 'English'}]",This time they're running from the joint.,0.08964499319371462,-0.15735558594222002,"['John', 'Cho', 'Kal', 'Penn', 'Neil', 'Patrick', 'Harris', 'Rob', 'Corddry', 'Jack', 'Conley']",Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay terrorist aftercreditsstinger duringcreditsstinger JohnChoKalPennNeilPatrickHarrisRobCorddryJackConley ComedyAdventure
2824,"['Science', 'Fiction', 'Drama', 'Thriller']",seattle telekinesis friendship loneliness outcast,en,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",1.3502898349344623,2012-02-01 00:00:00,-1.0155911270859692,"[{'iso_639_1': 'en', 'name': 'English'}]",What are you capable of?,0.4257261052843011,1.0068572662667319,"['Dane', 'DeHaan', 'Alex', 'Russell', 'Michael', 'B.', 'Jordan', 'Michael', 'Kelly', 'Anna', 'Wood']",Josh Trank,Chronicle seattle telekinesis friendship loneliness outcast DaneDeHaanAlexRussellMichaelB.JordanMichaelKellyAnnaWood ScienceFictionDramaThriller
2825,"['Music', 'Drama', 'Romance']",studies music disguise unhappiness boys' school,en,Yentl,A Jewish girl disguises herself as a boy to enter religious training.,-0.5698767464773089,1983-11-18 00:00:00,1.1117590430302298,"[{'iso_639_1': 'en', 'name': 'English'}]",,0.08964499319371462,-0.5184396833589047,"['Barbra', 'Streisand', 'Mandy', 'Patinkin', 'Amy', 'Irving', 'Nehemiah', 'Persoff', 'Steven', 'Hill']",Barbra Streisand,Yentl studies music disguise unhappiness boys' school BarbraStreisandMandyPatinkinAmyIrvingNehemiahPersoffStevenHill MusicDramaRomance
2826,"['Family', 'Fantasy', 'Science', 'Fiction', 'Adventure', 'Comedy']",treasure map magic time travel titanic,en,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",-0.21200924828142542,1981-07-13 00:00:00,0.4026423196581635,"[{'iso_639_1': 'en', 'name': 'English'}]",All the dreams you've ever had and not just the good ones.,0.4257261052843011,-0.3581377746402868,"['Sean', 'Connery', 'John', 'Cleese', 'Shelley', 'Duvall', 'Michael', 'Palin', 'Ian', 'Holm']",Terry Gilliam,Time Bandits treasure map magic time travel titanic SeanConneryJohnCleeseShelleyDuvallMichaelPalinIanHolm FamilyFantasyScienceFictionAdventureComedy
2827,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family']",dancing women sex karaoke dream,en,Crossroads,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",-0.46575313347068154,2002-02-15 00:00:00,-0.6167129701891818,"[{'iso_639_1': 'en', 'name': 'English'}]",Dreams change. Friends are forever,-1.1706591771459864,-0.4318118842028839,"['Britney', 'Spears', 'Zoe', 'Saldana', 'Taryn', 'Manning', 'Anson', 'Mount', 'Dan', 'Aykroyd']",Tamra Davis,Crossroads dancing women sex karaoke dream BritneySpearsZoeSaldanaTarynManningAnsonMountDanAykroyd ActionAdventureComedyDramaFamily
2828,"['Comedy', 'Crime']",vandalism high school swimming pool party teen movie,en,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",0.8653609710892728,2012-03-01 00:00:00,-0.8383119462429526,"[{'iso_639_1': 'en', 'name': 'English'}]",Witness it,0.34170582726165466,0.7064935888192206,"['Oliver', 'Cooper', 'Jonathan', 'Daniel', 'Brown', 'Thomas', 'Mann', 'Dax', 'Flame', 'Kirby', 'Bliss', 'Blanton']",Nima Nourizadeh,Project X vandalism high school swimming pool party teen movie OliverCooperJonathanDanielBrownThomasMannDaxFlameKirbyBlissBlanton ComedyCrime
2829,"['Drama', 'History', 'War']",general world war ii normandy biography historical figure,en,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",0.012768744542841737,1970-01-25 00:00:00,2.8845508514603955,"[{'iso_639_1': 'en', 'name': 'English'}]",The Rebel Warrior,1.0138680514428284,-0.29822696027070233,"['George', 'C.', 'Scott', 'Karl', 'Malden', 'Stephen', 'Young', 'Michael', 'Strong', 'Carey', 'Loftin']",Franklin J. Schaffner,Patton general world war ii normandy biography historical figure GeorgeC.ScottKarlMaldenStephenYoungMichaelStrongCareyLoftin DramaHistoryWar
2830,"['Horror', 'Thriller']",sexual abuse hotel room cheating supermarket penalty,en,One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",-0.028355946329201607,2002-08-21 00:00:00,-0.4837535845569194,"[{'iso_639_1': 'en', 'name': 'English'}]",The things that we fear the most have already happened to us...,0.4257261052843011,-0.2075511331167367,"['Robin', 'Williams', 'Connie', 'Nielsen', 'Michael', 'Vartan', 'Erin', 'Daniels', 'Eriq', 'La', 'Salle']",Mark Romanek,One Hour Photo sexual abuse hotel room cheating supermarket penalty RobinWilliamsConnieNielsenMichaelVartanErinDanielsEriqLaSalle HorrorThriller
2831,"['Horror', 'Science', 'Fiction', 'Thriller']",quarantine remake tv reporter found footage virus,en,Quarantine,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,-0.4223741542965729,2008-10-10 00:00:00,-0.7939921510321984,"[{'iso_639_1': 'en', 'name': 'English'}]",Contain The Truth.,-0.4984969529648127,-0.2852732706772787,"['Jennifer', 'Carpenter', 'Steve', 'Harris', 'Jay', 'Hernandez', 'Johnathon', 'Schaech', 'Columbus', 'Short']",John Erick Dowdle,Quarantine quarantine remake tv reporter found footage virus JenniferCarpenterSteveHarrisJayHernandezJohnathonSchaechColumbusShort HorrorScienceFictionThriller
2832,"['Drama', 'Horror', 'Thriller']",sister sister relationship blindness and impaired vision eye operation eyesight dying and death,en,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",-0.32649262776477606,2008-02-01 00:00:00,-0.3951139941354111,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",How can you believe your eyes when they're not yours?,-0.4984969529648127,-0.33223039545343946,"['Jessica', 'Alba', 'Alessandro', 'Nivola', 'Parker', 'Posey', 'Rade', 'Serbedzija', 'Fernanda', 'Romero']",David Moreau,The Eye sister sister relationship blindness and impaired vision eye operation eyesight dying and death JessicaAlbaAlessandroNivolaParkerPoseyRadeSerbedzijaFernandaRomero DramaHorrorThriller
2833,"['Comedy', 'Family']",,en,Johnson Family Vacation,"AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri?",-0.5310948188321897,2004-04-07 00:00:00,-0.4394337893461653,"[{'iso_639_1': 'en', 'name': 'English'}]",Take the ride.,-1.1706591771459864,-0.5354414009502733,"['Cedric', 'the', 'Entertainer', 'Vanessa', 'Williams', 'Steve', 'Harvey', 'Shari', 'Headley', 'Shad', 'Moss']",Christopher Erskin,Johnson Family Vacation  CedrictheEntertainerVanessaWilliamsSteveHarveyShariHeadleyShadMoss ComedyFamily
2834,['Comedy'],carpet pimp harvard university joint cannabis,en,How High,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",-0.3147248658041677,2001-12-21 00:00:00,-0.6167129701891818,"[{'iso_639_1': 'en', 'name': 'English'}]",They've got their degrees all rolled up.,0.17366527121636105,-0.38323554822754513,"['Method', 'Man', 'Redman', 'Obba', 'Babatund\\u00e9', 'Mike', 'Epps', 'Anna', 'Maria', 'Horsford']",Jesse Dylan,How High carpet pimp harvard university joint cannabis MethodManRedmanObbaBabatund\u00e9MikeEppsAnnaMariaHorsford Comedy
2835,"['Comedy', 'Family', 'Fantasy', 'Drama']",holiday future musical past scrooge,en,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",-0.20238119079796763,1992-12-10 00:00:00,-0.971271331875215,"[{'iso_639_1': 'en', 'name': 'English'}]",,0.929847773420182,-0.388093181825079,"['Michael', 'Caine', 'Don', 'Austen', 'Meredith', 'Braun', 'Don', 'Austen', 'Ed', 'Sanders']",Brian Henson,The Muppet Christmas Carol holiday future musical past scrooge MichaelCaineDonAustenMeredithBraunDonAustenEdSanders ComedyFamilyFantasyDrama
2836,"['Drama', 'Romance']",painter love of one's life disabled woman director,en,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",-0.09755769589284821,2002-08-29 00:00:00,0.7128808861334425,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Prepare to be seduced,1.0138680514428284,-0.2496506242953636,"['Salma', 'Hayek', 'Alfred', 'Molina', 'M\\u00eda', 'Maestro', 'Patricia', 'Reyes', 'Sp\\u00edndola', 'Diego', 'Luna']",Julie Taymor,Frida painter love of one's life disabled woman director SalmaHayekAlfredMolinaM\u00edaMaestroPatriciaReyesSp\u00edndolaDiegoLuna DramaRomance
2837,"['Documentary', 'Music']",woman director,en,Katy Perry: Part of Me,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.",-0.41210990052282215,2012-06-28 00:00:00,-0.6167129701891818,"[{'iso_639_1': 'en', 'name': 'English'}]",Be yourself and you can be anything,0.34170582726165466,-0.4909130929728794,"['Katy', 'Perry', 'Russell', 'Brand', 'Shannon', 'Woodward', 'Rachael', 'Markarian', 'Mia', 'Moretti']",Dan Cutforth,Katy Perry: Part of Me woman director KatyPerryRussellBrandShannonWoodwardRachaelMarkarianMiaMoretti DocumentaryMusic
2838,"['Romance', 'Drama']",amsterdam based on novel support group cancer teenager,en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",1.6598962724136404,2014-05-16 00:00:00,0.8015204765549507,"[{'iso_639_1': 'en', 'name': 'English'}]",One Sick Love Story,1.2659288855107684,2.4835778799170294,"['Shailene', 'Woodley', 'Ansel', 'Elgort', 'Nat', 'Wolff', 'Laura', 'Dern', 'Sam', 'Trammell']",Josh Boone,The Fault in Our Stars amsterdam based on novel support group cancer teenager ShaileneWoodleyAnselElgortNatWolffLauraDernSamTrammell RomanceDrama
2839,"['Drama', 'Crime']",gambling law compulsive gambling roulette gain,en,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,-0.09756771844292979,1998-09-11 00:00:00,0.6242412957119342,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Trust everyone... But always cut the cards.,0.6777869393522419,-0.2043127107183808,"['Matt', 'Damon', 'John', 'Turturro', 'Gretchen', 'Mol', 'Goran', 'Visnjic', 'Edward', 'Norton']",John Dahl,Rounders gambling law compulsive gambling roulette gain MattDamonJohnTurturroGretchenMolGoranVisnjicEdwardNorton DramaCrime
2840,"['Drama', 'Comedy']",comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship,en,Top Five,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show.,-0.1769216828662482,2014-12-12 00:00:00,-0.21783481329239454,"[{'iso_639_1': 'en', 'name': 'English'}]",,0.17366527121636105,-0.389712393024257,"['Chris', 'Rock', 'Rosario', 'Dawson', 'J.B.', 'Smoove', 'Gabrielle', 'Union', 'Romany', 'Malco']",Chris Rock,Top Five comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship ChrisRockRosarioDawsonJ.B.SmooveGabrielleUnionRomanyMalco DramaComedy
2841,"['Horror', 'Science', 'Fiction']",monster mutant toxic native american environmental,en,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",-0.4056407371782668,1979-01-01 00:00:00,-0.21783481329239454,"[{'iso_639_1': 'en', 'name': 'English'}]",,-0.5825172309874591,-0.5394894289482182,"['Talia', 'Shire', 'Robert', 'Foxworth', 'Armand', 'Assante', 'Richard', 'Dysart', 'Victoria', 'Racimo']",John Frankenheimer,Prophecy monster mutant toxic native american environmental TaliaShireRobertFoxworthArmandAssanteRichardDysartVictoriaRacimo HorrorScienceFiction
2842,"['Horror', 'Mystery', 'Thriller']",secret obsession paranoia grave haunted house,en,Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",-0.4864629894792217,1999-09-10 00:00:00,-0.35079419892465696,"[{'iso_639_1': 'en', 'name': 'English'}]",In every mind there is a door that should never be opened.,0.34170582726165466,-0.2925597210735795,"['Kevin', 'Bacon', 'Kathryn', 'Erbe', 'Illeana', 'Douglas', 'Kevin', 'Dunn', 'Conor', ""O'Farrell""]",David Koepp,Stir of Echoes secret obsession paranoia grave haunted house KevinBaconKathrynErbeIlleanaDouglasKevinDunnConorO'Farrell HorrorMysteryThriller
2843,['Drama'],mother washington d.c. journalist adoption forgiveness,en,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",0.23539132356381162,2013-11-01 00:00:00,-0.3951139941354111,"[{'iso_639_1': 'en', 'name': 'English'}]",These two unlikely companions are on a journey to find her long lost son.,1.0978883294654755,-0.09096792677592373,"['Judi', 'Dench', 'Steve', 'Coogan', 'Sophie', 'Kennedy', 'Clark', 'Mare', 'Winningham', 'Barbara', 'Jefford']",Stephen Frears,Philomena mother washington d.c. journalist adoption forgiveness JudiDenchSteveCooganSophieKennedyClarkMareWinninghamBarbaraJefford Drama
2844,"['Comedy', 'Drama']",sex lie college funeral friendship,en,The Upside of Anger,"After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed.",-0.48010891265801764,2005-01-23 00:00:00,0.49128191007967176,"[{'iso_639_1': 'en', 'name': 'English'}]",Sometimes what tears us apart helps us put it back together.,0.2576855492390082,-0.5014379657675361,"['Joan', 'Allen', 'Kevin', 'Costner', 'Erika', 'Christensen', 'Keri', 'Russell', 'Alicia', 'Witt']",Mike Binder,The Upside of Anger sex lie college funeral friendship JoanAllenKevinCostnerErikaChristensenKeriRussellAliciaWitt ComedyDrama
2845,"['Horror', 'Drama', 'Thriller', 'Science', 'Fiction']",paraguay mengele nazi hunter third reich,en,The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,-0.5093655532313316,1978-10-05 00:00:00,0.8015204765549507,"[{'iso_639_1': 'en', 'name': 'English'}]",If they survive...will we?,0.4257261052843011,-0.4779594033794557,"['Gregory', 'Peck', 'Laurence', 'Olivier', 'James', 'Mason', 'Lilli', 'Palmer', 'Uta', 'Hagen']",Franklin J. Schaffner,The Boys from Brazil paraguay mengele nazi hunter third reich GregoryPeckLaurenceOlivierJamesMasonLilliPalmerUtaHagen HorrorDramaThrillerScienceFiction
2846,"['Fantasy', 'Romance', 'Family', 'Comedy']",female friendship mermaid teenager woman director,en,Aquamarine,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",-0.1443866001820548,2006-03-03 00:00:00,-0.12919522287088625,"[{'iso_639_1': 'en', 'name': 'English'}]",A Fish-Out-Of-Water Comedy.,-0.24643611889687264,-0.26503313068755424,"['Emma', 'Roberts', 'Joanna', ""'JoJo'"", 'Levesque', 'Sara', 'Paxton', 'Jake', 'McDorman', 'Arielle', 'Kebbel']",Elizabeth Allen Rosenbaum,Aquamarine female friendship mermaid teenager woman director EmmaRobertsJoanna'JoJo'LevesqueSaraPaxtonJakeMcDormanArielleKebbel FantasyRomanceFamilyComedy
2847,"['Drama', 'Mystery', 'Romance']",friendship high school teenager classmate based on young adult novel,en,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",1.353617824260009,2015-06-18 00:00:00,0.09240375318288446,"[{'iso_639_1': 'en', 'name': 'English'}]",Get Lost. Get Found.,0.00562471517106743,1.0084764774659098,"['Nat', 'Wolff', 'Cara', 'Delevingne', 'Justice', 'Smith', 'Austin', 'Abrams', 'Halston', 'Sage']",Jake Schreier,Paper Towns friendship high school teenager classmate based on young adult novel NatWolffCaraDelevingneJusticeSmithAustinAbramsHalstonSage DramaMysteryRomance
2848,['Comedy'],birth expectant mother fatherhood baby born woman director,en,My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time.,-0.5356015731544872,2004-01-09 00:00:00,-0.9269515366644608,"[{'iso_639_1': 'en', 'name': 'English'}]",,-1.5067402892365738,-0.5475854849441079,"['Eddie', 'Griffin', 'Anthony', 'Anderson', 'Michael', 'Imperioli', 'Method', 'Man', 'Paula', 'Jai', 'Parker']",Cheryl Dunye,My Baby's Daddy birth expectant mother fatherhood baby born woman director EddieGriffinAnthonyAndersonMichaelImperioliMethodManPaulaJaiParker Comedy
2849,"['Drama', 'Adventure']",montana small town dementia aging road trip,en,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",0.24181257346361917,2013-09-21 00:00:00,0.3583225244474093,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Life's not about winning or losing. It's about how you get there in the end.,1.0978883294654755,-0.04482040759935193,"['Bruce', 'Dern', 'Will', 'Forte', 'Bob', 'Odenkirk', 'June', 'Squibb', 'Stacy', 'Keach']",Alexander Payne,Nebraska montana small town dementia aging road trip BruceDernWillForteBobOdenkirkJuneSquibbStacyKeach DramaAdventure
2850,"['Horror', 'Comedy', 'Thriller']",prostitute key jesus christ chosen one god,en,Tales from the Crypt: Demon Knight,A man on the run is hunted by a demon known as the Collector.,-0.4340995324952372,1995-01-13 00:00:00,-0.6610327653999359,"[{'iso_639_1': 'en', 'name': 'English'}]",Ready for your deadtime story?,0.5097463833069483,-0.48362664257657856,"['Billy', 'Zane', 'William', 'Sadler', 'Jada', 'Pinkett', 'Smith', 'Brenda', 'Bakke', 'CCH', 'Pounder']",Ernest R. Dickerson,Tales from the Crypt: Demon Knight prostitute key jesus christ chosen one god BillyZaneWilliamSadlerJadaPinkettSmithBrendaBakkeCCHPounder HorrorComedyThriller
2851,"['Comedy', 'Family', 'Fantasy', 'Science', 'Fiction']",,en,Max Keeble's Big Move,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",-0.6423729930831571,2001-10-05 00:00:00,-0.9269515366644608,"[{'iso_639_1': 'en', 'name': 'English'}]",His World. His Rules.,-0.5825172309874591,-0.5330125841515063,"['Alex', 'D.', 'Linz', 'Zena', 'Grey', 'Nora', 'Dunn', 'Larry', 'Miller', 'Josh', 'Peck']",Tim Hill,Max Keeble's Big Move  AlexD.LinzZenaGreyNoraDunnLarryMillerJoshPeck ComedyFamilyFantasyScienceFiction
2852,"['Comedy', 'Drama']",jealousy dark comedy writer divorce alcoholic,en,Young Adult,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",-0.16789089396289167,2011-12-16 00:00:00,-0.5723931749784277,"[{'iso_639_1': 'en', 'name': 'English'}]",Everyone gets old. Not everyone grows up.,-0.4144766749421663,-0.26503313068755424,"['Charlize', 'Theron', 'Patton', 'Oswalt', 'Patrick', 'Wilson', 'Elizabeth', 'Reaser', 'Collette', 'Wolfe']",Jason Reitman,Young Adult jealousy dark comedy writer divorce alcoholic CharlizeTheronPattonOswaltPatrickWilsonElizabethReaserColletteWolfe ComedyDrama
2853,"['Action', 'Thriller', 'Crime']",poison helicopter assassin nudity hitman,en,Crank,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,0.8315072475683173,2006-08-31 00:00:00,-0.8383119462429526,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]","There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",0.4257261052843011,0.37212647618897227,"['Jason', 'Statham', 'Amy', 'Smart', 'Jose', 'Pablo', 'Cantillo', 'Efren', 'Ramirez', 'Dwight', 'Yoakam']",Brian Taylor,Crank poison helicopter assassin nudity hitman JasonStathamAmySmartJosePabloCantilloEfrenRamirezDwightYoakam ActionThrillerCrime
2854,"['Comedy', 'Romance']",sex party friends player,en,How to Be a Player,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",-0.6385830238942856,1997-08-06 00:00:00,-0.6167129701891818,"[{'iso_639_1': 'en', 'name': 'English'}]",,-0.6665375090101063,-0.5532527241412307,"['Bill', 'Bellamy', 'Lark', 'Voorhies', 'Bernie', 'Mac', 'Elise', 'Neal']",Lionel C. Martin,Def Jam's How to Be a Player sex party friends player BillBellamyLarkVoorhiesBernieMacEliseNeal ComedyRomance
2855,"['Comedy', 'Drama', 'Romance']",female protagonist relationship divorce brooklyn bridge,en,Living Out Loud,"Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building.",-0.6543444421665847,1998-10-30 00:00:00,-0.30647440371390283,"[{'iso_639_1': 'en', 'name': 'English'}]",,-0.6665375090101063,-0.5508239073424638,"['Holly', 'Hunter', 'Danny', 'DeVito', 'Queen', 'Latifah', 'Martin', 'Donovan', 'Rachael', 'Leigh', 'Cook']",Richard LaGravenese,Living Out Loud female protagonist relationship divorce brooklyn bridge HollyHunterDannyDeVitoQueenLatifahMartinDonovanRachaelLeighCook ComedyDramaRomance
2856,"['Comedy', 'Drama', 'Romance']",woman director,en,Just Wright,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,-0.3493176817016777,2010-05-14 00:00:00,-0.30647440371390283,"[{'iso_639_1': 'en', 'name': 'English'}]",In this game every shot counts.,0.00562471517106743,-0.47957861457863366,"['Queen', 'Latifah', 'Common', 'Paula', 'Patton', 'James', 'Pickens', 'Jr.', 'Phylicia', 'Rash\\u0101d']",Sanaa Hamri,Just Wright woman director QueenLatifahCommonPaulaPattonJamesPickensJr.PhyliciaRash\u0101d ComedyDramaRomance
2857,['Drama'],sister independent film maid of honor,en,Rachel Getting Married,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,-0.22564836800994473,2008-10-03 00:00:00,0.26968293402590104,"[{'iso_639_1': 'en', 'name': 'English'}]",,0.00562471517106743,-0.427763856204939,"['Anne', 'Hathaway', 'Rosemarie', 'DeWitt', 'Sebastian', 'Stan', 'Roslyn', 'Ruff', 'Bill', 'Irwin']",Jonathan Demme,Rachel Getting Married sister independent film maid of honor AnneHathawayRosemarieDeWittSebastianStanRoslynRuffBillIrwin Drama
